accession,gene_name,condition,condition_label,mean_abundance,cv_pct,log2fc,detected,hcp_risk,abundance_rank
G3HTV8,FBF1,low_TEMP_DO,Low Temp + Low DO,39.04240639966667,15.5,-0.4861,3,Trace,977
G3HTZ7,FCRLB,low_TEMP_DO,Low Temp + Low DO,160.5154995643333,81.96,-2.3478,3,Medium,711
Q60426,FUR,low_TEMP_DO,Low Temp + Low DO,2619.685295433333,16.24,0.1711,3,Trace,367
G3HL68,GPR35,low_TEMP_DO,Low Temp + Low DO,62503.52323666667,11.36,-0.7686,3,Medium,37
G3H3E4,LGALS3BP,low_TEMP_DO,Low Temp + Low DO,55.27212104,18.77,2.2604,3,Medium,1045
G3IKV5,GTF3C3,low_TEMP_DO,Low Temp + Low DO,1126.5483387000002,29.02,-1.0233,3,Trace,402
G3I3Y6,GSTP1,low_TEMP_DO,Low Temp + Low DO,21.761415489333334,19.73,2.0418,3,Medium,1041
G3HZE6,HSPA1A,low_TEMP_DO,Low Temp + Low DO,25.716032957666666,30.51,0.184,3,Medium,1013
G3I5Q4,HNRNPM,low_TEMP_DO,Low Temp + Low DO,2316.884756533333,15.46,0.4831,3,Trace,382
G3H6W6,HIVEP2,low_TEMP_DO,Low Temp + Low DO,6407.5515773333345,10.57,-1.0984,3,Medium,168
G3HU05,ITLN1,low_TEMP_DO,Low Temp + Low DO,77.97594024666667,16.05,0.0049,3,Trace,954
G3HFD2,MX2,low_TEMP_DO,Low Temp + Low DO,17.907745416,18.24,-1.0576,3,Medium,1096
G3I453,FN3KRP,low_TEMP_DO,Low Temp + Low DO,1423.2939723666666,25.4,-1.1087,3,Medium,433
G3GV24,KIF2A,low_TEMP_DO,Low Temp + Low DO,66.19272277,9.89,-0.5474,3,Trace,970
G3H339,LRRN1,low_TEMP_DO,Low Temp + Low DO,548.7838642666666,11.01,1.6879,3,Medium,616
G3HHE3,LARS,low_TEMP_DO,Low Temp + Low DO,98.39209571666667,20.94,2.5632,3,Medium,971
G3HE80,BPIB4,low_TEMP_DO,Low Temp + Low DO,403.50277192333334,76.24,4.756,3,Medium,694
G3GZY4,LOXL4,low_TEMP_DO,Low Temp + Low DO,415.4945884333333,14.04,3.1518,3,Medium,799
G3HRK9,MMP19,low_TEMP_DO,Low Temp + Low DO,911.5187766533332,73.16,0.312,3,Trace,518
G3H4X4,MAP2,low_TEMP_DO,Low Temp + Low DO,507.3082337,18.01,2.1548,3,Medium,716
G3I5Y3,NSMF,low_TEMP_DO,Low Temp + Low DO,98.21497585666667,2.68,-1.882,3,Medium,805
G3GTY0,NFRKB,low_TEMP_DO,Low Temp + Low DO,26.95276110566667,66.11,-0.345,3,Medium,915
G3HIK1,NUP93,low_TEMP_DO,Low Temp + Low DO,975.9529206000001,12.2,0.1668,3,Trace,569
G3INK9,LOC100751431,low_TEMP_DO,Low Temp + Low DO,381.7485519,14.53,0.6973,3,Trace,764
G3HB73,KCNH2,low_TEMP_DO,Low Temp + Low DO,13073.97585,12.75,-0.5085,3,Low,106
G3IGH3,FAM75A4,low_TEMP_DO,Low Temp + Low DO,2432.8474444666667,5.67,-1.6396,3,Medium,263
G3HKJ1,IWS1,low_TEMP_DO,Low Temp + Low DO,1389.3250075666667,9.12,-0.4041,3,Trace,389
G3I0D0,LOC100771222,low_TEMP_DO,Low Temp + Low DO,173.41108412666668,8.71,-0.9419,3,Medium,844
G3HNF6,NUMB,low_TEMP_DO,Low Temp + Low DO,347.5522574,26.93,3.5933,3,Medium,742
G3GTI1,SDK2,low_TEMP_DO,Low Temp + Low DO,70.97872267133333,14.69,1.1294,3,Medium,718
G3HAF8,VAC14,low_TEMP_DO,Low Temp + Low DO,671.5687247766667,72.06,-2.6526,3,Medium,408
G3I0Y7,HFM1,low_TEMP_DO,Low Temp + Low DO,35.26992952466667,22.23,-6.093,3,Medium,619
G3HW84,TATDN2,low_TEMP_DO,Low Temp + Low DO,754.4713957666667,18.05,0.0144,3,Trace,598
G3IKR5,PWWP2B,low_TEMP_DO,Low Temp + Low DO,1297.4307402333334,12.06,2.0568,3,Medium,530
G3H3Q1,PKM,low_TEMP_DO,Low Temp + Low DO,6.479808127000001,7.93,1.8649,3,Medium,1110
G3H1G4,RAB11FIP1,low_TEMP_DO,Low Temp + Low DO,1263.5858764333334,51.51,1.1154,3,Medium,466
G3HG15,RGL1,low_TEMP_DO,Low Temp + Low DO,233.44692385666667,6.44,2.8988,3,Medium,823
G3HYG1,RFC4,low_TEMP_DO,Low Temp + Low DO,2485.3099362999997,39.65,1.1253,3,Medium,370
G3GXX1,RBL1,low_TEMP_DO,Low Temp + Low DO,456.5995526,15.86,-1.4379,3,Medium,610
G3HHP8,RAI1,low_TEMP_DO,Low Temp + Low DO,4651.897139233332,36.07,-0.8455,3,Low,186
G3HP03,EWSR1,low_TEMP_DO,Low Temp + Low DO,364.33789989999997,12.93,0.3929,3,Trace,662
G3IFB0,SRRM2,low_TEMP_DO,Low Temp + Low DO,1089.4550837,18.89,-0.9306,3,Trace,462
G3HLS6,STK4,low_TEMP_DO,Low Temp + Low DO,5038.939375333333,22.38,-0.0139,3,Low,210
G3HYA6,KIAA1217,low_TEMP_DO,Low Temp + Low DO,723.9813138333333,24.51,-0.7405,3,Medium,632
G3I9F9,STAT1,low_TEMP_DO,Low Temp + Low DO,625.9018873666668,34.01,-0.7151,3,Trace,580
G3H501,SPTB,low_TEMP_DO,Low Temp + Low DO,15.759242309333333,28.39,-3.3673,3,Medium,992
G3H0W9,STAR9,low_TEMP_DO,Low Temp + Low DO,1744.7681012666665,21.66,2.4654,3,Medium,394
G3HYB7,CCT7,low_TEMP_DO,Low Temp + Low DO,6143.592094333333,12.48,0.4077,3,Low,216
G3IF79,TRIP11,low_TEMP_DO,Low Temp + Low DO,552.0736896666667,13.33,-1.3795,3,Medium,595
G3HCN7,HIVEP3,low_TEMP_DO,Low Temp + Low DO,249.19904225666664,26.33,-3.012,3,Medium,600
G3HNY0,ATRX,low_TEMP_DO,Low Temp + Low DO,1103.6925909333333,19.33,-0.2317,3,Trace,521
G3IIR3,TACC2,low_TEMP_DO,Low Temp + Low DO,84.57429103,16.7,-1.7144,3,Medium,902
G3IFS0,TMC1,low_TEMP_DO,Low Temp + Low DO,854.2548349666667,70.86,0.9171,3,Medium,548
G3GXQ4,HADHB,low_TEMP_DO,Low Temp + Low DO,2527.132500666667,3.6,0.0227,3,Trace,349
G3IG01,TRIM29,low_TEMP_DO,Low Temp + Low DO,2826.8431459333333,20.32,0.1111,3,Trace,355
G3H1W4,TINAGL1,low_TEMP_DO,Low Temp + Low DO,11.387149245000002,45.74,0.5924,3,Trace,1046
G3HC93,KIAA0947,low_TEMP_DO,Low Temp + Low DO,7355.365613999999,19.43,-0.8356,3,Low,157
G3HN39,KIAA1462,low_TEMP_DO,Low Temp + Low DO,326.70721700666667,34.72,-0.7466,3,Medium,769
G3HVI7,KIAA1671,low_TEMP_DO,Low Temp + Low DO,1793.8559078,19.46,-1.3985,3,Medium,342
G3HBG7,C14ORF102,low_TEMP_DO,Low Temp + Low DO,165.57119196666667,62.04,-0.8233,3,Trace,603
G3H4V0,HDLBP,low_TEMP_DO,Low Temp + Low DO,1495.7780217666668,17.71,1.0725,3,Medium,398
G3I6X2,LRWD1,low_TEMP_DO,Low Temp + Low DO,145.09756731000002,6.3,-2.0342,3,Medium,806
G3HJ37,ZNF292,low_TEMP_DO,Low Temp + Low DO,730.1070548333333,8.44,0.5846,3,Trace,531
G3HQ51,PDK3,low_TEMP_DO,Low Temp + Low DO,244.14713581,56.1,-2.8232,3,Medium,613
G3HWX9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1002.8388281333333,57.65,0.515,3,Medium,403
G3GVV0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3553.0831056666666,12.33,-1.3646,3,Medium,242
G3HE31,PSMC2,low_TEMP_DO,Low Temp + Low DO,0.17581226600000002,68.24,-0.0785,3,Medium,1164
G3GTS6,PSMD11,low_TEMP_DO,Low Temp + Low DO,1408.3561304000002,8.67,-1.2318,3,Medium,395
G3I179,PSMD14,low_TEMP_DO,Low Temp + Low DO,369.9554171966667,25.49,-1.4704,3,Medium,659
G3GSW2,MRPS22,low_TEMP_DO,Low Temp + Low DO,68.79350458,12.71,4.0654,3,Medium,945
G3H025,MRPS5,low_TEMP_DO,Low Temp + Low DO,1438.1495741,7.88,-0.8086,3,Trace,425
G3HXP6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4822.418418066667,35.33,-0.6506,3,Low,164
G3HC96,SRD5A1,low_TEMP_DO,Low Temp + Low DO,22.392495928666666,25.24,3.1031,3,Medium,1085
G3GTL7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,406.2866183666667,29.98,2.4533,3,Medium,832
G3I5Y2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,228.03787451333332,67.45,1.5984,3,Trace,899
G3H018,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,11.201004627333335,12.42,0.8269,3,Medium,1078
G3I364,LOC100769604,low_TEMP_DO,Low Temp + Low DO,5.836903585666666,60.0,-1.1895,3,Medium,1084
G3H6W7,LOC100757586,low_TEMP_DO,Low Temp + Low DO,5.962241446666667,23.83,2.1828,3,Medium,1103
G3IM07,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,110.36410481266667,75.33,1.5745,3,Medium,955
G3HXF6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,63.08479582000001,20.05,-2.3051,3,Medium,880
G3H1V1,LOC100753593,low_TEMP_DO,Low Temp + Low DO,20.065799974,63.77,2.0005,3,Medium,1127
G3HGD7,LOC100752312,low_TEMP_DO,Low Temp + Low DO,0.523319407,95.25,-0.8181,3,Trace,1104
G3HCA8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,382.96181960333337,46.39,-0.477,3,Trace,739
G3HEV4,LOC103163079,low_TEMP_DO,Low Temp + Low DO,6.876265119666667,7.31,2.9751,3,Medium,1082
G3HVW8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2251.650884,14.29,0.2106,3,Trace,385
G3GTW8,ADAMTS15,low_TEMP_DO,Low Temp + Low DO,56.264324523333336,11.8,-0.7985,3,Trace,976
G3HGS9,AKAP11,low_TEMP_DO,Low Temp + Low DO,782.326314,29.89,-1.6687,3,Medium,472
G3I8T1,AHDC1,low_TEMP_DO,Low Temp + Low DO,9151.929958666666,10.76,1.0516,3,Low,201
G3HF07,APC,low_TEMP_DO,Low Temp + Low DO,2023.2833656000003,9.41,1.6247,3,Medium,357
G3HCP8,ADNP2,low_TEMP_DO,Low Temp + Low DO,7.475804344666667,23.15,-4.0142,3,Medium,966
G3HH93,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,103.48739022333332,23.16,-2.3549,3,Medium,828
G3III4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,686.3456772333333,42.09,-0.6997,3,Medium,606
G3HHK9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,541.6210390000001,15.63,-1.2922,3,Medium,615
G3HU24,LOC100751755,low_TEMP_DO,Low Temp + Low DO,1382.1331816333334,50.87,0.4476,3,Trace,500
G3I8H6,GPT2,low_TEMP_DO,Low Temp + Low DO,672.8577116966667,27.6,-2.3948,3,Medium,486
G3GYP7,AKR1A1,low_TEMP_DO,Low Temp + Low DO,2453.8401292333333,16.4,1.1923,3,Medium,318
G3HUL2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,524.0113837333333,14.75,4.2288,3,Medium,623
G3HCK5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,97.75477183666665,49.17,-1.2308,3,Medium,890
G3I0J3,ADD1,low_TEMP_DO,Low Temp + Low DO,5648.531472333333,12.84,0.0327,3,Low,184
G3GTT0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,740.1418230599999,20.96,0.5894,3,Trace,627
G3IAT1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,428.47973516666667,15.66,3.9988,3,Medium,708
G3HS16,SLC1A1,low_TEMP_DO,Low Temp + Low DO,1718.5587925666666,26.01,-1.3165,3,Medium,359
G3H008,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,159.18398183,24.47,0.838,3,Trace,891
G3H237,ANAPC7,low_TEMP_DO,Low Temp + Low DO,1187.4185852,17.63,-2.2445,3,Medium,369
G3HSN3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,376.88416971,16.81,-1.154,3,Medium,687
G3HGE5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1350.0247116666667,47.85,-3.4779,3,Medium,209
G3ICK7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,484.9668722266667,43.85,-0.4586,3,Medium,727
G3H7G5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,51.89685033999999,32.9,-0.406,3,Trace,957
G3I408,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,387.2171285566667,35.16,-2.5983,3,Medium,563
G3IFZ0,MKI67,low_TEMP_DO,Low Temp + Low DO,428.82408865,14.29,0.319,3,Trace,733
G3H927,AZIN2,low_TEMP_DO,Low Temp + Low DO,1117.5197360999998,82.68,1.706,3,Medium,360
G3H316,AP3B1,low_TEMP_DO,Low Temp + Low DO,5.832340775333333,116.46,2.0633,3,Medium,1170
Q6V9Y0,AP3M1,low_TEMP_DO,Low Temp + Low DO,788.0123699833333,80.67,2.5665,3,Medium,553
G3HRE2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,351.05110225999994,15.02,-0.1209,3,Trace,786
G3GYA9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,7787.8063213333335,17.44,0.9642,3,Low,196
G3HMU8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,637.2825691333334,5.89,0.0565,3,Trace,680
G3IDF4,ARFIP2,low_TEMP_DO,Low Temp + Low DO,68.93491433333334,9.39,-2.0033,3,Medium,898
G3IMR5,ASNSD1,low_TEMP_DO,Low Temp + Low DO,9081.839787,15.87,-0.2682,3,Low,150
G3HYQ4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1975.5631493,61.09,-0.0975,3,Trace,362
G3GS44,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,581.2950935666667,23.21,4.9504,3,Medium,684
G3HFL6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,78.73557382666667,63.85,3.9254,3,Medium,988
G3HCK3,CLPP,low_TEMP_DO,Low Temp + Low DO,579.0417012333334,87.96,0.0479,3,Medium,535
G3HH13,KCNJ8,low_TEMP_DO,Low Temp + Low DO,247.24404987,8.29,-2.0861,3,Medium,712
G3GZP6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,728.1209797,32.23,1.8034,3,Medium,652
G3GT91,BCL6,low_TEMP_DO,Low Temp + Low DO,409.19529513333333,13.29,-0.5541,3,Trace,717
G3HE81,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,867.7449917,33.92,-1.3406,3,Medium,504
G3HPL6,PRRC2C,low_TEMP_DO,Low Temp + Low DO,1579.2128228000001,26.58,-1.1951,3,Medium,379
G3I1K9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,154.17097021666666,5.3,0.1532,3,Trace,847
G3H2P3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,115.82113394666665,46.22,-3.4556,3,Medium,696
G3GU83,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1218.8985784,13.36,0.3913,3,Trace,565
G3HXM5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,338.7791215766667,32.43,0.2258,3,Trace,800
G3I4A5,BOLA3,low_TEMP_DO,Low Temp + Low DO,419.4766203566667,17.97,-1.1831,3,Medium,669
G3HQG5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3181.8271704333333,28.98,-0.0481,3,Trace,301
G3I911,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1270.4154317,4.7,-1.9582,3,Medium,381
G3H291,BRAP,low_TEMP_DO,Low Temp + Low DO,48.92362540666667,47.9,-3.3338,3,Medium,869
G3I1P7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,214.60111805199995,69.35,3.0949,3,Medium,868
G3HDY8,KCTD1,low_TEMP_DO,Low Temp + Low DO,222.30419904033332,16.22,-1.1245,3,Medium,785
G3HUX6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,401.60932753333327,30.97,2.5351,3,Medium,759
G3I9W1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,658.2584926000001,14.06,0.6493,3,Trace,607
G3HX31,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,569.9018837666666,15.25,-1.8783,3,Medium,495
G3GWR5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,576.7771452666667,40.72,0.6329,3,Medium,635
G3GRX6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,305.74942053200004,67.06,1.4238,3,Medium,793
G3H750,CAST,low_TEMP_DO,Low Temp + Low DO,1682.1148504666664,11.69,-0.4073,3,Trace,430
G3HAG0,CALB2,low_TEMP_DO,Low Temp + Low DO,63.14223874333334,12.88,0.4912,3,Trace,1009
G3I768,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1773.5622684333332,23.58,1.0814,3,Medium,305
G3ICU8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,848.1869510333332,16.52,-0.0212,3,Trace,587
G3H7L2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1088.7961482333333,73.78,1.8547,3,Medium,489
G3I2X9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,22.26807279933333,30.83,-0.4968,3,Medium,1086
G3GTI2,CDC42EP4,low_TEMP_DO,Low Temp + Low DO,402.5848332666667,47.63,-0.1701,3,Trace,681
G3HAM1,CDK5RAP1,low_TEMP_DO,Low Temp + Low DO,178.58226969666666,19.58,1.62,3,Medium,838
G3H3F0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1473.6360288666667,20.87,1.3376,3,Medium,474
G3HFJ8,CDON,low_TEMP_DO,Low Temp + Low DO,542.7644821466666,69.08,0.623,3,Medium,622
G3HRV9,RAD17,low_TEMP_DO,Low Temp + Low DO,183.24752204333333,34.71,-2.3448,3,Medium,773
G3HIH2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,373.56840964,47.07,-0.548,3,Trace,654
G3HD28,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,450.9291755200001,53.52,0.507,3,Trace,723
G3H7W7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,88.65991124,16.88,1.1646,3,Medium,963
G3HVT4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,719.2244494,9.43,0.2116,3,Trace,593
G3HXM9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1625.0223674,25.12,-1.5863,3,Medium,354
G3GSE1,CHD2,low_TEMP_DO,Low Temp + Low DO,440.81194273333335,22.18,0.2482,3,Trace,714
G3H0Q7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1243.5571268333333,16.54,4.4154,3,Medium,633
G3IBI9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,359.61187638,6.56,1.0254,3,Medium,582
G3H7Y0,COPA,low_TEMP_DO,Low Temp + Low DO,270.8648224273333,20.37,-2.7933,3,Medium,618
G3I3K7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,65.93210771333334,17.37,3.0652,3,Medium,1054
G3I0N6,CCDC6,low_TEMP_DO,Low Temp + Low DO,601.361791191,53.08,1.5346,3,Medium,643
G3H6E6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1683.4941746333334,13.22,0.1297,3,Trace,451
G3IN53,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,5747.654492333332,16.05,-0.1593,3,Low,176
G3HUJ0,CCBE1,low_TEMP_DO,Low Temp + Low DO,693.8035872666666,10.86,0.5885,3,Trace,732
G3GUM5,NCAPD2,low_TEMP_DO,Low Temp + Low DO,6406.596975,16.68,0.0821,3,Low,198
G3GTW0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,12093.829719333333,22.9,0.2669,3,Low,136
G3GX88,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,673.2455029333333,42.2,2.1901,3,Medium,614
G3HNY2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,214.21267315666668,26.13,-3.4303,3,Medium,601
G3HHI9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,408.03271315,72.15,-0.3132,3,Trace,646
G3I026,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,244.92056561666664,18.69,-0.1719,3,Medium,852
G3HBF0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3251.100058,20.64,0.9829,3,Trace,348
G3HT32,CUL2,low_TEMP_DO,Low Temp + Low DO,218.22861802666662,13.33,-0.4882,3,Trace,825
G3HYW3,CUL4B,low_TEMP_DO,Low Temp + Low DO,26.443138086666668,55.08,-3.038,3,Medium,903
G3HXY7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,648.49147676,22.08,0.0125,3,Trace,631
G3HV59,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,859.2084567,18.65,3.5741,3,Medium,584
G3IHD6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,206.47694608333336,14.59,2.0229,3,Medium,889
G3HPI5,LOC100764171,low_TEMP_DO,Low Temp + Low DO,601.8149701,22.32,1.1428,3,Medium,666
G3IHU5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2694.4852792,12.36,1.3249,3,Trace,409
G3GYJ5,CKAP5,low_TEMP_DO,Low Temp + Low DO,654.0122855,20.21,5.5999,3,Medium,554
G3HGN5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,693.1889353,38.25,-3.4736,3,Medium,345
G3IHL3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,208.62870449333332,25.38,-0.706,3,Trace,774
G3HTI1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,514.0308841933333,52.79,0.5754,3,Trace,743
G3HPG7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1113.3875198333333,32.86,-1.0398,3,Medium,465
G3I5P1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4005.9916767,15.71,0.6071,3,Medium,214
G3I621,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,825.1863996000001,17.91,1.8994,3,Trace,738
G3HSY8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,4539.107457666667,8.91,0.4507,3,Low,244
G3ICU5,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,561.9763280333333,11.79,0.6426,3,Trace,639
G3H2M2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,52.15514336766666,88.11,-3.9461,3,Trace,602
G3IB14,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,683.1199747666668,45.23,-1.2324,3,Medium,372
G3GRM2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,57.155438919999995,15.63,-1.6023,3,Medium,919
G3HFT4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,3747.007554,15.37,0.0228,3,Low,299
G3HTP2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,22.718360371999996,12.41,0.0562,3,Medium,1105
G3GZN0,DLGAP2,low_TEMP_DO,Low Temp + Low DO,80.04899665666666,17.49,-0.0114,3,Trace,879
G3H0B2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1728.2182595666666,12.74,0.5142,3,Trace,387
G3HMS1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,656.6643278,61.19,2.341,3,Medium,752
G3GSC8,MCM8,low_TEMP_DO,Low Temp + Low DO,1619.9472828366668,38.27,0.9667,3,Trace,484
G3I613,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,294.02781714,32.36,3.3051,3,Medium,585
G3HFY0,TOP3B,low_TEMP_DO,Low Temp + Low DO,1329.4917857666667,52.53,-0.6379,3,Trace,427
G3I1Z3,DDIT4,low_TEMP_DO,Low Temp + Low DO,467.49066503333324,18.58,-1.1143,3,Medium,672
G3IHK1,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,79.34669673333333,31.49,-2.3894,3,Medium,845
G3HNW4,POLR3B,low_TEMP_DO,Low Temp + Low DO,303.10248328333336,29.47,3.737,3,Medium,682
G3HE29,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,360.16827770000003,12.09,1.025,3,Medium,676
G3HLV8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,429.1657267333333,59.32,2.2002,3,Medium,834
G3HID0,RPN1,low_TEMP_DO,Low Temp + Low DO,150.76865863,34.41,-1.6832,3,Medium,801
G3I7I9,STT3A,low_TEMP_DO,Low Temp + Low DO,1897.7904198266667,68.94,1.2547,3,Medium,307
G3GZA4,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1982.8734467333331,44.53,-1.0677,3,Medium,332
G3HAX3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1602.2828129666668,17.07,1.2327,3,Medium,371
G3GRD1,DUSP10,low_TEMP_DO,Low Temp + Low DO,2719.0434023333332,20.46,-1.7752,3,Medium,249
G3GYQ3,TESK2,low_TEMP_DO,Low Temp + Low DO,148.51623346,31.9,-0.2991,3,Trace,843
G3HX47,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,68.91636451333333,76.2,1.2267,3,Medium,912
G3HJ54,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,11.309774836333332,13.09,3.1664,3,Medium,1149
G3H3E9,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,2652.7752056766667,44.02,-0.0836,3,Low,295
G3HQ04,DNAH6,low_TEMP_DO,Low Temp + Low DO,260.2378855066667,20.53,-0.8376,3,Trace,780
G3HLD2,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,719.4515208666667,18.75,-0.861,3,Trace,540
G3IDF0,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,131.01581084333336,12.35,-3.2043,3,Medium,719
G3I2J4,DNAL4,low_TEMP_DO,Low Temp + Low DO,236.34626190333333,52.01,-0.6301,3,Medium,836
G3I0T8,LOC100774409,low_TEMP_DO,Low Temp + Low DO,2721.2789687333334,24.71,0.5925,3,Trace,324
G3HJ15,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,956.1208422,14.0,-2.1666,3,Medium,411
G3I9T8,RNF40,low_TEMP_DO,Low Temp + Low DO,24.95655051833333,12.95,1.7572,3,Medium,1048
G3H7C8,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,1608.5863250000002,31.12,-2.6735,3,Medium,258
G3GWJ4,RNF6,low_TEMP_DO,Low Temp + Low DO,2943.9817817666662,20.93,0.0815,3,Trace,321
G3HXS7,SHPRH,low_TEMP_DO,Low Temp + Low DO,238.67956983333332,27.08,2.4619,3,Medium,787
G3HCI2,UHRF1,low_TEMP_DO,Low Temp + Low DO,45.36351818866667,79.0,-1.4118,3,Medium,996
G3HR98,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,165.53021242,13.71,0.6868,3,Trace,884
G3HXU3,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,5637.774459666667,14.72,-0.9515,3,Low,185
G3HDQ7,EHBP1,low_TEMP_DO,Low Temp + Low DO,107.44701345700001,71.93,-2.0008,3,Medium,804
G3I4G0,EHD3,low_TEMP_DO,Low Temp + Low DO,2569.9232676,16.66,0.3691,3,Low,289
G3IDB9,ETFB,low_TEMP_DO,Low Temp + Low DO,93.68185708333334,53.7,-1.9651,3,Medium,865
G3H7U7,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,56.05182372666667,56.68,2.8149,3,Medium,1052
G3ICB6,UNKNOWN,low_TEMP_DO,Low Temp + Low DO,83.67200860666668,21.35,3.4679,3,Medium,959
