accession,gene_name,condition,condition_label,mean_abundance,cv_pct,log2fc,detected,hcp_risk,abundance_rank
G3H6E6,UNKNOWN,lowDO,Low Dissolved Oxygen,1404.4151418666668,12.81,-0.1316,3,Trace,451
G3IN53,UNKNOWN,lowDO,Low Dissolved Oxygen,10574.772903666668,8.64,0.7202,3,Low,176
G3HUJ0,CCBE1,lowDO,Low Dissolved Oxygen,126.57157674666666,33.9,-1.8568,3,Trace,732
G3GUM5,NCAPD2,lowDO,Low Dissolved Oxygen,6446.800985666666,14.16,0.0911,3,Low,198
G3GTW0,UNKNOWN,lowDO,Low Dissolved Oxygen,8561.792553,13.21,-0.2313,3,Low,136
G3GX88,UNKNOWN,lowDO,Low Dissolved Oxygen,1060.6357459333333,22.1,2.845,3,Medium,614
G3HNY2,UNKNOWN,lowDO,Low Dissolved Oxygen,205.70287947333335,24.59,-3.4885,3,Medium,601
G3HHI9,UNKNOWN,lowDO,Low Dissolved Oxygen,795.7448218833333,14.19,0.6487,3,Trace,646
G3I026,UNKNOWN,lowDO,Low Dissolved Oxygen,121.12640079199998,22.02,-1.1817,3,Medium,852
G3HBF0,UNKNOWN,lowDO,Low Dissolved Oxygen,2317.5566001,18.47,0.4948,3,Trace,348
G3HT32,CUL2,lowDO,Low Dissolved Oxygen,181.40359847000002,36.65,-0.7535,3,Trace,825
G3HYW3,CUL4B,lowDO,Low Dissolved Oxygen,101.85446395666666,65.42,-1.1319,3,Medium,903
G3HXY7,UNKNOWN,lowDO,Low Dissolved Oxygen,549.7227911880001,26.9,-0.2254,3,Trace,631
G3HV59,UNKNOWN,lowDO,Low Dissolved Oxygen,929.3222044999999,15.99,3.6872,3,Medium,584
G3IHD6,UNKNOWN,lowDO,Low Dissolved Oxygen,141.21767097666665,72.93,1.4781,3,Medium,889
G3HPI5,LOC100764171,lowDO,Low Dissolved Oxygen,542.3897226,28.29,0.9931,3,Medium,666
G3IHU5,UNKNOWN,lowDO,Low Dissolved Oxygen,1880.5591223,7.58,0.8063,3,Trace,409
G3GYJ5,CKAP5,lowDO,Low Dissolved Oxygen,2072.8406762,7.38,7.2626,3,Medium,554
G3HGN5,UNKNOWN,lowDO,Low Dissolved Oxygen,951.9266222,32.04,-3.0166,3,Medium,345
G3IHL3,UNKNOWN,lowDO,Low Dissolved Oxygen,432.0968768333333,9.92,0.3409,3,Trace,774
G3HTI1,UNKNOWN,lowDO,Low Dissolved Oxygen,219.33025128666668,82.76,-0.6496,3,Trace,743
G3HPG7,UNKNOWN,lowDO,Low Dissolved Oxygen,1080.0026510666667,20.91,-1.0837,3,Medium,465
G3I5P1,UNKNOWN,lowDO,Low Dissolved Oxygen,8020.016734500001,13.11,1.6084,3,Medium,214
G3I621,UNKNOWN,lowDO,Low Dissolved Oxygen,237.90852508666669,26.05,0.1094,3,Trace,738
G3HSY8,UNKNOWN,lowDO,Low Dissolved Oxygen,5162.491888333333,2.76,0.6363,3,Low,244
G3ICU5,UNKNOWN,lowDO,Low Dissolved Oxygen,1030.8407111666668,9.75,1.5166,3,Trace,639
G3H2M2,UNKNOWN,lowDO,Low Dissolved Oxygen,1460.4673829699998,83.91,0.8349,3,Trace,602
G3IB14,UNKNOWN,lowDO,Low Dissolved Oxygen,3453.870008266666,43.06,1.1039,3,Medium,372
G3GRM2,UNKNOWN,lowDO,Low Dissolved Oxygen,160.90133569333332,34.81,-0.1251,3,Medium,919
G3HFT4,UNKNOWN,lowDO,Low Dissolved Oxygen,2968.0006439999997,12.55,-0.3134,3,Low,299
G3HTP2,UNKNOWN,lowDO,Low Dissolved Oxygen,3.6945326369999996,48.23,-2.2808,3,Medium,1105
G3GZN0,DLGAP2,lowDO,Low Dissolved Oxygen,351.2878889666667,4.36,2.1084,3,Trace,879
G3H0B2,UNKNOWN,lowDO,Low Dissolved Oxygen,2354.471391333333,4.7,0.9601,3,Trace,387
G3HMS1,UNKNOWN,lowDO,Low Dissolved Oxygen,148.35158939333334,18.03,0.2023,3,Medium,752
G3GSC8,MCM8,lowDO,Low Dissolved Oxygen,1343.1948123766667,38.22,0.6967,3,Trace,484
G3I613,UNKNOWN,lowDO,Low Dissolved Oxygen,1290.9856766,10.27,5.4357,3,Medium,585
G3HFY0,TOP3B,lowDO,Low Dissolved Oxygen,1647.5066174733336,38.79,-0.3287,3,Trace,427
G3I1Z3,DDIT4,lowDO,Low Dissolved Oxygen,343.02915403333327,7.46,-1.5598,3,Medium,672
G3IHK1,UNKNOWN,lowDO,Low Dissolved Oxygen,179.91243363666663,23.05,-1.2184,3,Medium,845
G3HNW4,POLR3B,lowDO,Low Dissolved Oxygen,1346.7187664666667,3.53,5.8849,3,Medium,682
G3HE29,UNKNOWN,lowDO,Low Dissolved Oxygen,1189.0953984999999,8.46,2.7454,3,Medium,676
G3HLV8,UNKNOWN,lowDO,Low Dissolved Oxygen,63.55511385333333,54.83,-0.536,3,Medium,834
G3HID0,RPN1,lowDO,Low Dissolved Oxygen,199.6926603533333,14.85,-1.2801,3,Medium,801
G3I7I9,STT3A,lowDO,Low Dissolved Oxygen,5769.036538433334,45.42,2.8582,3,Medium,307
G3GZA4,UNKNOWN,lowDO,Low Dissolved Oxygen,2778.3922787333336,25.16,-0.5813,3,Medium,332
G3HAX3,UNKNOWN,lowDO,Low Dissolved Oxygen,4633.120601,10.0,2.764,3,Medium,371
G3GRD1,DUSP10,lowDO,Low Dissolved Oxygen,2703.8526768666666,12.58,-1.7833,3,Medium,249
G3GYQ3,TESK2,lowDO,Low Dissolved Oxygen,223.56342624333334,6.91,0.2877,3,Trace,843
G3HX47,UNKNOWN,lowDO,Low Dissolved Oxygen,126.46411031000001,41.08,2.0931,3,Medium,912
G3HJ54,UNKNOWN,lowDO,Low Dissolved Oxygen,12.456881052666667,63.9,3.295,3,Medium,1149
G3H3E9,UNKNOWN,lowDO,Low Dissolved Oxygen,5457.1105247333335,25.9,0.9567,3,Low,295
G3HQ04,DNAH6,lowDO,Low Dissolved Oxygen,296.5253006533334,10.81,-0.65,3,Trace,780
G3HLD2,UNKNOWN,lowDO,Low Dissolved Oxygen,1131.3453029333334,16.06,-0.2087,3,Trace,540
G3IDF0,UNKNOWN,lowDO,Low Dissolved Oxygen,224.88061598299998,25.37,-2.4295,3,Medium,719
G3I2J4,DNAL4,lowDO,Low Dissolved Oxygen,173.52376066333332,21.93,-1.0737,3,Medium,836
G3I0T8,LOC100774409,lowDO,Low Dissolved Oxygen,2993.160688933333,5.88,0.7299,3,Trace,324
G3HJ15,UNKNOWN,lowDO,Low Dissolved Oxygen,1187.4289828666667,7.83,-1.8543,3,Medium,411
G3I9T8,RNF40,lowDO,Low Dissolved Oxygen,58.624456640000005,13.3,2.957,3,Medium,1048
G3H7C8,UNKNOWN,lowDO,Low Dissolved Oxygen,2971.4173103333337,32.61,-1.7886,3,Medium,258
G3GWJ4,RNF6,lowDO,Low Dissolved Oxygen,2835.293460433333,19.03,0.0272,3,Trace,321
G3HXS7,SHPRH,lowDO,Low Dissolved Oxygen,556.5933233,11.72,3.68,3,Medium,787
G3HCI2,UHRF1,lowDO,Low Dissolved Oxygen,22.105664412,98.21,-2.4165,3,Medium,996
G3HR98,UNKNOWN,lowDO,Low Dissolved Oxygen,142.9592687903333,30.26,0.4767,3,Trace,884
G3HXU3,UNKNOWN,lowDO,Low Dissolved Oxygen,5670.721247666667,5.93,-0.943,3,Low,185
G3HDQ7,EHBP1,lowDO,Low Dissolved Oxygen,353.5151198566667,65.46,-0.2919,3,Medium,804
G3I4G0,EHD3,lowDO,Low Dissolved Oxygen,6105.220210666666,6.72,1.6171,3,Low,289
G3IDB9,ETFB,lowDO,Low Dissolved Oxygen,105.76217736333332,31.4,-1.7918,3,Medium,865
G3H7U7,UNKNOWN,lowDO,Low Dissolved Oxygen,13.280543405000001,73.33,0.8167,3,Medium,1052
G3ICB6,UNKNOWN,lowDO,Low Dissolved Oxygen,54.497995206666666,10.24,2.8584,3,Medium,959
G3HFH1,ELOVL1,lowDO,Low Dissolved Oxygen,115.90327213333332,22.42,2.4258,3,Medium,876
G3HRG8,UNKNOWN,lowDO,Low Dissolved Oxygen,1441.000282,9.94,1.2737,3,Trace,550
G3HIN1,UNKNOWN,lowDO,Low Dissolved Oxygen,864.3721951000001,13.66,-0.0666,3,Medium,670
G3HWJ4,UNKNOWN,lowDO,Low Dissolved Oxygen,1807.7234131733333,46.13,0.5052,3,Trace,488
G3GUT4,UNKNOWN,lowDO,Low Dissolved Oxygen,1974.90215538,39.78,3.3981,3,Medium,480
G3GWM0,GSPT1,lowDO,Low Dissolved Oxygen,2312.818997733333,9.56,4.5514,3,Medium,520
G3H1M4,EIF2S1,lowDO,Low Dissolved Oxygen,904.5841259333333,9.36,-0.5127,3,Trace,479
G3HQ45,EIF2S3,lowDO,Low Dissolved Oxygen,3272.9076874666666,43.46,0.7375,3,Trace,306
G3H9J8,XPOT,lowDO,Low Dissolved Oxygen,2712.6084090533336,18.21,-1.4536,3,Medium,271
G3HU28,CAPZB,lowDO,Low Dissolved Oxygen,2010.8628343666667,17.15,-0.4142,3,Trace,363
G3H5Q6,FBXO11,lowDO,Low Dissolved Oxygen,1390.5064641999998,12.26,8.6367,3,Medium,637
G3H7B0,FBXO34,lowDO,Low Dissolved Oxygen,1253.5700639333334,1.87,-1.1109,3,Medium,459
G3HYB6,UNKNOWN,lowDO,Low Dissolved Oxygen,30.378761721333333,8.77,1.1282,3,Medium,1053
G3HWP7,UNKNOWN,lowDO,Low Dissolved Oxygen,2671.4145510333333,42.64,-0.7088,3,Trace,302
G3GX35,UNKNOWN,lowDO,Low Dissolved Oxygen,285.5765501733333,7.84,7.1204,3,Medium,765
G3H439,UNKNOWN,lowDO,Low Dissolved Oxygen,4713.488132666666,2.55,-0.1014,3,Low,248
G3HRT4,UNKNOWN,lowDO,Low Dissolved Oxygen,1503.0894772333334,13.82,-2.913,3,Medium,265
G3I108,FRS3,lowDO,Low Dissolved Oxygen,2495.8871617333334,27.25,-0.4672,3,Trace,310
G3I1H3,UNKNOWN,lowDO,Low Dissolved Oxygen,107.38231651666666,109.8,-2.0693,3,Medium,822
G3HYV5,UNKNOWN,lowDO,Low Dissolved Oxygen,0.16773314866666666,100.87,-1.9158,3,Medium,1179
G3HGG6,FIGNL1,lowDO,Low Dissolved Oxygen,68.66941772,75.37,5.9873,3,Medium,949
G3HFM4,FLNB,lowDO,Low Dissolved Oxygen,4344.8627289999995,16.76,0.4127,3,Low,237
G3GWH9,UNKNOWN,lowDO,Low Dissolved Oxygen,3247.4328505999997,16.57,1.471,3,Medium,281
G3HAI3,UNKNOWN,lowDO,Low Dissolved Oxygen,10.326933751666667,21.59,1.2099,3,Medium,1113
G3HZV8,FOXO1,lowDO,Low Dissolved Oxygen,1431.0127478666666,48.49,-0.265,3,Trace,501
G3GXK7,FOXO3,lowDO,Low Dissolved Oxygen,121.10508750000001,18.9,-3.69,3,Medium,693
G3H6M7,UNKNOWN,lowDO,Low Dissolved Oxygen,19.250170221333335,22.44,3.88,3,Medium,1071
G3GYL9,FNBP4,lowDO,Low Dissolved Oxygen,5879.9938293000005,16.85,1.035,3,Low,286
G3HNW7,LOC100760792,lowDO,Low Dissolved Oxygen,779.6581038999999,4.05,-0.1831,3,Trace,566
G3I1I6,FZD10,lowDO,Low Dissolved Oxygen,2942.6254167666666,9.25,0.3834,3,Low,293
G3GYW8,UNKNOWN,lowDO,Low Dissolved Oxygen,1092.6791733333332,4.44,-0.8991,3,Trace,455
G3H5K4,UNKNOWN,lowDO,Low Dissolved Oxygen,879.9386099666666,15.94,-0.6113,3,Trace,532
G3IAD2,UNKNOWN,lowDO,Low Dissolved Oxygen,141.7763854033333,68.44,-2.6772,3,Medium,709
G3HRU0,UNKNOWN,lowDO,Low Dissolved Oxygen,610.5853841333333,10.37,-2.5043,3,Medium,494
G3HDW2,UNKNOWN,lowDO,Low Dissolved Oxygen,576.7327843666667,11.86,-0.638,3,Trace,608
G3GVM2,UNKNOWN,lowDO,Low Dissolved Oxygen,15.700044556999998,97.61,-1.4837,3,Medium,1088
G3HT22,GPD2,lowDO,Low Dissolved Oxygen,3427.7384866666666,7.21,0.1508,3,Medium,380
G3HH15,UNKNOWN,lowDO,Low Dissolved Oxygen,216.69242961533334,24.9,-1.0795,3,Medium,789
G3HZI4,GOLGA1,lowDO,Low Dissolved Oxygen,887.4130307333334,24.25,1.0973,3,Medium,549
G3GVA0,UNKNOWN,lowDO,Low Dissolved Oxygen,70.73831182800001,17.04,3.4604,3,Medium,948
G3HKZ4,UNKNOWN,lowDO,Low Dissolved Oxygen,532.0224702666667,25.14,-0.0765,3,Trace,651
G3IB96,UNKNOWN,lowDO,Low Dissolved Oxygen,1786.8621866,21.11,-1.6794,3,Medium,330
G3I7Z5,UNKNOWN,lowDO,Low Dissolved Oxygen,709.7928373,19.0,2.3535,3,Medium,667
G3HLR4,GHITM,lowDO,Low Dissolved Oxygen,818.2222465333334,14.6,2.2481,3,Medium,675
G3IL34,UNKNOWN,lowDO,Low Dissolved Oxygen,603.9417604333333,18.63,-3.2873,3,Medium,404
G3I668,GNB2,lowDO,Low Dissolved Oxygen,1039.9495694,19.53,-1.505,3,Medium,468
G3HUR6,UNKNOWN,lowDO,Low Dissolved Oxygen,2187.8154997666666,33.59,-0.0251,3,Trace,377
G3IEP8,UNKNOWN,lowDO,Low Dissolved Oxygen,9.241911886666667,100.08,-0.7189,3,Trace,1133
G3HZK7,UNKNOWN,lowDO,Low Dissolved Oxygen,3952.6418927,7.46,-1.2776,3,Medium,220
G3I6I8,UNKNOWN,lowDO,Low Dissolved Oxygen,11257.006878433334,35.72,0.6407,3,Low,151
G3GWW1,UNKNOWN,lowDO,Low Dissolved Oxygen,108.14750101999999,24.21,-2.5088,3,Trace,683
G3I643,UNKNOWN,lowDO,Low Dissolved Oxygen,960.8411502333333,5.51,2.5493,3,Medium,638
G3HXV2,HPS6,lowDO,Low Dissolved Oxygen,22.765767741333335,14.52,-3.7899,3,Medium,922
G3I486,HP1BP3,lowDO,Low Dissolved Oxygen,119.05421152000001,28.52,1.6836,3,Medium,1007
G3GY08,UNKNOWN,lowDO,Low Dissolved Oxygen,119.23208599166666,49.15,-0.201,3,Trace,940
G3HND2,HDAC6,lowDO,Low Dissolved Oxygen,42.48630983566667,51.6,-2.2049,3,Medium,974
G3IBS0,LOC100764795,lowDO,Low Dissolved Oxygen,6.817787149,30.93,1.1284,3,Medium,1111
G3HDA4,UNKNOWN,lowDO,Low Dissolved Oxygen,212.28688907,32.97,-0.7086,3,Medium,841
G3IA03,UNKNOWN,lowDO,Low Dissolved Oxygen,12.121045978666666,69.91,0.8794,3,Medium,1076
G3HFZ1,UNKNOWN,lowDO,Low Dissolved Oxygen,1826.6410652333334,5.43,2.4137,3,Medium,485
G3GV27,UNKNOWN,lowDO,Low Dissolved Oxygen,186.01749966333333,11.63,0.4532,3,Trace,894
G3HJI5,UNKNOWN,lowDO,Low Dissolved Oxygen,1693.6853518666667,11.44,3.1218,3,Medium,588
G3H207,UNKNOWN,lowDO,Low Dissolved Oxygen,15.721665522666667,47.88,-0.1754,3,Trace,1077
G3GVG3,UNKNOWN,lowDO,Low Dissolved Oxygen,1028.9014512666665,26.62,0.5894,3,Trace,502
G3I5P3,UNKNOWN,lowDO,Low Dissolved Oxygen,3257.7607867333336,30.13,-0.2226,3,Low,294
G3HDZ7,UNKNOWN,lowDO,Low Dissolved Oxygen,2222.7895935,40.44,0.3736,3,Trace,414
G3H8Q1,UNKNOWN,lowDO,Low Dissolved Oxygen,89.84634291000002,7.03,3.3397,3,Medium,942
G3GUB8,UNKNOWN,lowDO,Low Dissolved Oxygen,440.99400739999993,4.42,-1.835,3,Medium,612
G3GVA1,UNKNOWN,lowDO,Low Dissolved Oxygen,933.4564268333334,24.33,-2.4161,3,Medium,383
G3I7E0,UNKNOWN,lowDO,Low Dissolved Oxygen,1992.0573329000001,43.85,5.2713,3,Medium,597
G3H8Z5,ITGB2,lowDO,Low Dissolved Oxygen,3964.2120293333332,6.84,3.8759,3,Medium,331
G3GRW0,IRF8,lowDO,Low Dissolved Oxygen,493.40038248,23.92,0.448,3,Trace,689
G3IFF2,UNKNOWN,lowDO,Low Dissolved Oxygen,8383.2466629,48.64,3.4909,3,Medium,191
G3HG73,ISG20L2,lowDO,Low Dissolved Oxygen,3892.9681823333335,11.84,0.6516,3,Low,266
G3GT77,UNKNOWN,lowDO,Low Dissolved Oxygen,1689.0228305,15.68,1.5842,3,Medium,436
G3GUS9,UNKNOWN,lowDO,Low Dissolved Oxygen,5123.212578,15.79,-0.7836,3,Low,199
G3GXN3,UNKNOWN,lowDO,Low Dissolved Oxygen,6147.049665,23.66,-0.774,3,Low,180
G3HN11,UNKNOWN,lowDO,Low Dissolved Oxygen,1546.9364872566666,36.77,0.8493,3,Trace,464
G3GVE8,IQCE,lowDO,Low Dissolved Oxygen,1499.2753784333333,44.68,-2.5219,3,Medium,292
G3H7E4,JRKL,lowDO,Low Dissolved Oxygen,920.1881607,12.71,0.188,3,Trace,529
G3IKI3,UNKNOWN,lowDO,Low Dissolved Oxygen,529.2430982333334,9.94,0.5792,3,Trace,677
G3GTW3,UNKNOWN,lowDO,Low Dissolved Oxygen,1628.0352837,27.0,2.7507,3,Medium,653
G3I0T3,UNKNOWN,lowDO,Low Dissolved Oxygen,148.682373656,71.01,-2.7862,3,Medium,736
G3IH23,UNKNOWN,lowDO,Low Dissolved Oxygen,434.14966366666664,9.01,0.7052,3,Medium,837
G3GS37,KBTBD8,lowDO,Low Dissolved Oxygen,1630.582423893333,30.93,-1.672,3,Medium,373
G3IBJ8,KLHL28,lowDO,Low Dissolved Oxygen,2996.5264238666664,27.95,-1.196,3,Medium,279
G3IMT7,UNKNOWN,lowDO,Low Dissolved Oxygen,938.3688554666666,10.2,-0.7751,3,Medium,544
G3IKI7,UNKNOWN,lowDO,Low Dissolved Oxygen,6.705452218333334,101.05,-3.8876,3,Medium,1017
G3HTM1,KIF16B,lowDO,Low Dissolved Oxygen,3649.5373555333335,29.25,1.7074,3,Medium,378
G3H4T6,UNKNOWN,lowDO,Low Dissolved Oxygen,159.85941132333332,42.43,-1.5411,3,Medium,771
G3IA86,LOC100770947,lowDO,Low Dissolved Oxygen,3623.3000565133334,166.7,1.281,3,Medium,239
G3H3J2,LAD1,lowDO,Low Dissolved Oxygen,923.3884391,14.74,0.6225,3,Trace,592
G3HGW6,LAMA5,lowDO,Low Dissolved Oxygen,1895.2969574966667,22.65,-1.3858,3,Medium,346
G3I0J9,UNKNOWN,lowDO,Low Dissolved Oxygen,508.5629904733333,51.06,-0.1819,3,Trace,586
G3H729,LCA5,lowDO,Low Dissolved Oxygen,3052.8883089333335,13.97,-1.6744,3,Medium,236
G3IHH1,LETMD1,lowDO,Low Dissolved Oxygen,2.602797988666667,74.51,1.2663,3,Medium,1026
G3H6W2,LZTS1,lowDO,Low Dissolved Oxygen,6392.491519,23.33,0.9263,3,Low,227
G3I662,UNKNOWN,lowDO,Low Dissolved Oxygen,22.896072761333333,58.95,-4.1504,3,Medium,908
G3IEB8,UNKNOWN,lowDO,Low Dissolved Oxygen,44.46036677133333,7.32,0.3741,3,Medium,947
G3I875,FLRT1,lowDO,Low Dissolved Oxygen,953.94534343,24.88,-2.2685,3,Medium,439
G3HX58,FLRT3,lowDO,Low Dissolved Oxygen,2888.7548029000004,18.98,-0.4522,3,Trace,316
G3HDV7,UNKNOWN,lowDO,Low Dissolved Oxygen,47.212934958666665,13.11,2.2899,3,Medium,969
G3HNP2,UNKNOWN,lowDO,Low Dissolved Oxygen,361.45361196333334,16.58,-3.8663,3,Medium,440
G3I8V3,UNKNOWN,lowDO,Low Dissolved Oxygen,30.76309872733334,45.45,-2.4862,3,Trace,913
G3IJV4,UNKNOWN,lowDO,Low Dissolved Oxygen,7382.447558666667,9.21,1.5944,3,Medium,231
G3HZJ7,UNKNOWN,lowDO,Low Dissolved Oxygen,1155.3585693566665,52.32,0.9678,3,Trace,621
G3HCJ1,LONP1,lowDO,Low Dissolved Oxygen,1524.0629428,22.72,-0.3866,3,Medium,510
G3HSU8,UNKNOWN,lowDO,Low Dissolved Oxygen,281.03732916666667,46.33,1.039,3,Medium,815
G3GTN0,LRP8,lowDO,Low Dissolved Oxygen,264.9910054233333,19.41,-1.9431,3,Medium,702
G3I4N3,KARS,lowDO,Low Dissolved Oxygen,138.49841487333333,19.9,-0.5802,3,Trace,873
G3GUG6,KDM1B,lowDO,Low Dissolved Oxygen,112.44419332733332,35.41,-0.1672,3,Trace,861
G3I4Y1,MPHOSPH9,lowDO,Low Dissolved Oxygen,0.6355759493333334,69.37,-0.423,3,Medium,1097
G3GUV3,MMP12,lowDO,Low Dissolved Oxygen,263.19987473333333,41.4,-3.4687,3,Medium,571
G3H8D6,UNKNOWN,lowDO,Low Dissolved Oxygen,4501.825766333334,7.2,2.9151,3,Medium,328
G3HXL4,UNKNOWN,lowDO,Low Dissolved Oxygen,575.4883278666666,11.21,3.3784,3,Medium,813
G3H2G8,UNKNOWN,lowDO,Low Dissolved Oxygen,572.0354800666668,10.7,-2.5053,3,Medium,496
G3H0Z4,UNKNOWN,lowDO,Low Dissolved Oxygen,24.714323912,66.14,-2.6318,3,Medium,978
G3IP52,UNKNOWN,lowDO,Low Dissolved Oxygen,720.7323560666667,3.2,-0.3461,3,Medium,642
G3HQP9,MDC1,lowDO,Low Dissolved Oxygen,432.72161568666667,51.86,0.004,3,Medium,792
G3H5X2,MED1,lowDO,Low Dissolved Oxygen,4047.232297633334,13.36,-1.0743,3,Medium,228
G3HG52,UNKNOWN,lowDO,Low Dissolved Oxygen,709.5200457666666,8.23,-0.8616,3,Trace,523
G3I6L9,UNKNOWN,lowDO,Low Dissolved Oxygen,2371.6132973,18.36,0.4246,3,Trace,429
G3GSG9,UNKNOWN,lowDO,Low Dissolved Oxygen,430.25504653333337,37.83,0.5197,3,Trace,788
G3HG10,MED15,lowDO,Low Dissolved Oxygen,56.518164061,36.05,0.9717,3,Trace,999
G3I5J4,UNKNOWN,lowDO,Low Dissolved Oxygen,386.9328658566667,10.56,-0.0926,3,Trace,758
G3IHM4,MTHFR,lowDO,Low Dissolved Oxygen,30.856127541000003,86.79,-0.2846,3,Medium,1079
G3IFM4,METTL7A,lowDO,Low Dissolved Oxygen,3503.251279466667,10.22,-0.3182,3,Low,297
G3IEU4,UNKNOWN,lowDO,Low Dissolved Oxygen,913.8704503666667,24.27,1.6447,3,Medium,737
G3GWK4,UNKNOWN,lowDO,Low Dissolved Oxygen,475.7995949333333,17.13,-1.9416,3,Medium,578
G3HN72,LOC100770726,lowDO,Low Dissolved Oxygen,3717.130706666667,10.38,0.1403,3,Low,229
G3H0V1,UNKNOWN,lowDO,Low Dissolved Oxygen,4305.652549666666,5.48,-0.1596,3,Low,223
G3HIT7,MAP1B,lowDO,Low Dissolved Oxygen,346.66374763333334,18.32,-1.7503,3,Medium,664
G3H4N1,UNKNOWN,lowDO,Low Dissolved Oxygen,979.5570436666667,20.82,1.381,3,Trace,630
G3I9W2,UNKNOWN,lowDO,Low Dissolved Oxygen,11.298506686666668,46.99,-1.1814,3,Trace,1099
G3HTN8,UNKNOWN,lowDO,Low Dissolved Oxygen,4542.437262,14.18,-0.8158,3,Medium,230
G3IB13,UNKNOWN,lowDO,Low Dissolved Oxygen,779.9359594666666,31.69,-1.3104,3,Medium,534
G3GS82,UNKNOWN,lowDO,Low Dissolved Oxygen,187.99010585666667,18.79,-1.03,3,Trace,720
G3HIY7,UNKNOWN,lowDO,Low Dissolved Oxygen,8656.373856666667,8.12,2.3462,3,Medium,206
G3HZF3,UNKNOWN,lowDO,Low Dissolved Oxygen,0.369162653,72.71,-1.6573,3,Trace,1176
G3HTZ1,UNKNOWN,lowDO,Low Dissolved Oxygen,123.78399199,0.6,3.3714,3,Medium,980
G3HT91,MYL3,lowDO,Low Dissolved Oxygen,147.88112511,5.08,1.6236,3,Medium,871
G3GY44,MYH10,lowDO,Low Dissolved Oxygen,2615.5287048333334,8.18,5.7229,3,Medium,421
G3IH63,UNKNOWN,lowDO,Low Dissolved Oxygen,5063.474229333333,3.47,1.3006,3,Low,280
G3IJ54,UNKNOWN,lowDO,Low Dissolved Oxygen,358.74756909999996,15.7,-0.6056,3,Trace,640
G3GRI6,UNKNOWN,lowDO,Low Dissolved Oxygen,9292.908362666667,6.21,0.0661,3,Low,162
G3I7G0,UNKNOWN,lowDO,Low Dissolved Oxygen,4486.107178733333,15.42,-2.3042,3,Medium,160
G3H2U7,UNKNOWN,lowDO,Low Dissolved Oxygen,3144.04894,10.47,1.4055,3,Trace,410
G3H7E0,MTMR2,lowDO,Low Dissolved Oxygen,533.3633353800001,26.71,-2.6096,3,Medium,508
G3I2W1,UNKNOWN,lowDO,Low Dissolved Oxygen,482.8402923073333,16.6,-3.6376,3,Medium,406
G3H0L3,UNKNOWN,lowDO,Low Dissolved Oxygen,553.4155964,13.11,1.4872,3,Medium,629
G3HBQ6,UNKNOWN,lowDO,Low Dissolved Oxygen,406.9695183663334,24.45,0.679,3,Trace,724
G3GU79,SIRT4,lowDO,Low Dissolved Oxygen,289.32117956999997,27.53,-4.1586,3,Medium,424
G3HBP7,NDUFB10,lowDO,Low Dissolved Oxygen,350.29312209,42.31,-1.2891,3,Medium,705
G3GYL3,NDUFS3,lowDO,Low Dissolved Oxygen,161.87045474666664,48.86,-0.7918,3,Trace,831
G3HE01,UNKNOWN,lowDO,Low Dissolved Oxygen,13.682310759666668,56.99,-1.2062,3,Trace,1073
G3H8H3,NCKAP1,lowDO,Low Dissolved Oxygen,14264.668477,10.13,2.3713,3,Medium,174
G3IJ59,UNKNOWN,lowDO,Low Dissolved Oxygen,17.660589095666666,20.89,-0.4057,3,Trace,1075
G3GS62,UBA3,lowDO,Low Dissolved Oxygen,797.4689678,13.62,2.7122,3,Medium,734
G3HG75,UNKNOWN,lowDO,Low Dissolved Oxygen,68.95022940333332,30.98,-2.7108,3,Medium,860
G3HFI7,UNKNOWN,lowDO,Low Dissolved Oxygen,1121.3780143333333,7.59,-1.0845,3,Trace,423
G3H471,UNKNOWN,lowDO,Low Dissolved Oxygen,154.04837518333332,49.42,5.1998,3,Medium,905
G3GWT8,UNKNOWN,lowDO,Low Dissolved Oxygen,737.3723684333332,8.05,-0.8895,3,Medium,641
G3GR78,NET1,lowDO,Low Dissolved Oxygen,142.50772273666666,29.71,2.4608,3,Medium,981
G3HAW8,UNKNOWN,lowDO,Low Dissolved Oxygen,5321.439319666667,10.57,-0.8405,3,Low,161
G3HZC0,UNKNOWN,lowDO,Low Dissolved Oxygen,252.67063812,5.94,1.1538,3,Medium,835
G3GY86,UNKNOWN,lowDO,Low Dissolved Oxygen,961.8225583666666,2.12,0.2369,3,Trace,545
G3HE43,UNKNOWN,lowDO,Low Dissolved Oxygen,354.23830126999997,26.51,-1.4826,3,Medium,703
G3HGY6,CHRNA4,lowDO,Low Dissolved Oxygen,1097.1948536333332,5.4,0.5352,3,Trace,537
G3H7X9,UNKNOWN,lowDO,Low Dissolved Oxygen,670.6277235433333,68.23,-0.8251,3,Medium,644
G3H985,UNKNOWN,lowDO,Low Dissolved Oxygen,8292.616916593333,28.11,2.2975,3,Medium,205
G3I962,UNKNOWN,lowDO,Low Dissolved Oxygen,2286.789495933333,20.82,1.9585,3,Medium,376
G3IBB9,UNKNOWN,lowDO,Low Dissolved Oxygen,106.69391017400001,35.61,-3.3077,3,Medium,741
G3GW11,SCP2,lowDO,Low Dissolved Oxygen,1123.9639166,8.41,3.1683,3,Medium,581
G3I989,UNKNOWN,lowDO,Low Dissolved Oxygen,756.0052799413334,20.91,-0.0273,3,Trace,657
